post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Display,attribute_data:Display,attribute:OS,attribute_data:OS,attribute:Processor,attribute_data:Processor,attribute:Rear Camera,attribute_data:Rear Camera,attribute:pa_color,attribute_data:pa_color
Solarpex 1KVA Hybrid Inverter 1000W Solar Power Hybrid Inverter DC To AC Inverter,solarpex-1kva-hybrid-inverter-1000w-solar-power-hybrid-inverter-dc-to-ac-inverter-2,,12643,"<ul>
 	<li>Pure sine wave</li>
 	<li>Inbuit charge controller</li>
 	<li>12v</li>
 	<li>mppt 30A</li>
 	<li>Battery Deep Discharge protection with two times reset options</li>
 	<li>Ultra Fast Short Circuit Protection</li>
 	<li>Battery reverse polarity protection</li>
 	<li>Miniature circuit breaker for overload and short circuit protection in mains mode instead of cartridge fuse</li>
 	<li>DC over Voltage protection.</li>
</ul>","<ul>
 	<li>Pure sine wave</li>
 	<li>Inbuit charge controller</li>
 	<li>12v</li>
 	<li>mppt 30A</li>
 	<li>Battery Deep Discharge protection with two times reset options</li>
 	<li>Ultra Fast Short Circuit Protection</li>
 	<li>Battery reverse polarity protection</li>
 	<li>Miniature circuit breaker for overload and short circuit protection in mains mode instead of cartridge fuse</li>
 	<li>DC over Voltage protection.</li>
</ul>",Published,,0,2023-08-30 15:17:49,1,open,,,,no,no,,33000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-57-1.jpg ! alt :  ! title : 1 (57) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/solarpex-1kva-hybrid-inverter-1000w-solar-power-hybrid-inverter-dc-to-ac-inverter-2/,0,,,,,,,,,,,,,,simple,,Solar Panels,,,,,,,,,,,,,
Must 3KVA Hybrid Inverter 3000W Solar Power Hybrid Inverter DC To AC Inverter,must-3kva-hybrid-inverter-3000w-solar-power-hybrid-inverter-dc-to-ac-inverter-2,,12646,"<ul>
 	<li><b>Must</b> 3KVA hybrid MPPT inverter charger.
It requires to have 4solar panels of 300w and 2solar batteries
Has an inbuilt <b>MPPT</b> charge controller rated 60A pure sine wave inverter.
Accepts both <b>AC</b> and Solar power in order to give a desirable AC output.
Can be used both as a backup power system or as a standalone power system.
Can be used to power fridges, ac, lighting, pc, washing machine and tv. Has a solar priority function.
Easy to program with a user friendly interface. Minimum requirement of 12V*2 batteries.
Has an automatic changeover switch of 5ms</li>
</ul>","<ul>
 	<li><b>Must</b> 3KVA hybrid MPPT inverter charger.
It requires to have 4solar panels of 300w and 2solar batteries
Has an inbuilt <b>MPPT</b> charge controller rated 60A pure sine wave inverter.
Accepts both <b>AC</b> and Solar power in order to give a desirable AC output.
Can be used both as a backup power system or as a standalone power system.
Can be used to power fridges, ac, lighting, pc, washing machine and tv. Has a solar priority function.
Easy to program with a user friendly interface. Minimum requirement of 12V*2 batteries.
Has an automatic changeover switch of 5ms</li>
</ul>",Published,,0,2023-08-30 15:22:49,1,open,,,,no,no,,59000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-58-1.jpg ! alt :  ! title : 1 (58) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/must-3kva-hybrid-inverter-3000w-solar-power-hybrid-inverter-dc-to-ac-inverter-2/,0,,,,,,,,,,,,,,simple,,Solar Inverters,,,,,,,,,,,,,
Total 570W High Quality Jigsaw With 8MM Cutting Capacity Metal,total-570w-high-quality-jigsaw-with-8mm-cutting-capacity-metal,,12652,"<ul>
 	<li>Input power:570W</li>
 	<li>No-load speed:800-3000rpm</li>
 	<li>Cutting capacity: Wood:65mm, Steel:8mm</li>
 	<li>4 step pendulum function With 3pcs saw blades</li>
 	<li>With 1set carbon brushes</li>
</ul>","<ul>
 	<li>Input power:570W</li>
 	<li>No-load speed:800-3000rpm</li>
 	<li>Cutting capacity: Wood:65mm, Steel:8mm</li>
 	<li>4 step pendulum function With 3pcs saw blades</li>
 	<li>With 1set carbon brushes</li>
</ul>",Published,,0,2023-08-31 08:52:28,1,open,,,,no,no,,5999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-61.jpg ! alt :  ! title : 1 (61) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/total-570w-high-quality-jigsaw-with-8mm-cutting-capacity-metal/,0,,,,,,,,,,,,,,simple,,Saws,,,,,,,,,,,,,
Ingco Circular Saw 1400W Industrial,ingco-circular-saw-1400w-industrial,,12655,"<ul>
 	<li>1400 WATT</li>
 	<li> 185mm</li>
 	<li> 4800 Rpm</li>
 	<li> Adjustable Cutting Depth</li>
 	<li> Adjustable Bevel Cutting 0-45 Degree</li>
</ul>","<ul>
 	<li>1400 WATT</li>
 	<li> 185mm</li>
 	<li> 4800 Rpm</li>
 	<li> Adjustable Cutting Depth</li>
 	<li> Adjustable Bevel Cutting 0-45 Degree</li>
</ul>",Published,,0,2023-08-31 08:57:41,1,open,,,,no,no,,9999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-62-1.jpg ! alt :  ! title : 1 (62) ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/2-8.jpg ! alt :  ! title : 2 (8) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/ingco-circular-saw-1400w-industrial/,0,,,,,,,,,,,,,,simple,,Saws,,,,,,,,,,,,,
Nunix New 2 In 1 Blender With Grinding Machine 1.5 Ltrs Ak300b,nunix-new-2-in-1-blender-with-grinding-machine-1-5-ltrs-ak300b,,12671,"<ul>
 	<li>1.5 Liter large capacity plastic jar</li>
 	<li>Quad Blades</li>
 	<li>High Quality Motor with Heat Fuse</li>
 	<li>Three Pin Plug</li>
 	<li>350W</li>
 	<li>220V 50-60Hz.</li>
</ul>","<ul>
 	<li>1.5 Liter large capacity plastic jar</li>
 	<li>Quad Blades</li>
 	<li>High Quality Motor with Heat Fuse</li>
 	<li>Three Pin Plug</li>
 	<li>350W</li>
 	<li>220V 50-60Hz.</li>
</ul>",Published,,0,2023-08-31 18:44:17,1,open,,,,no,no,,3500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/Captur.png ! alt :  ! title : Captur ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-69-1.jpg ! alt :  ! title : 1 (69) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/nunix-new-2-in-1-blender-with-grinding-machine-1-5-ltrs-ak300b/,0,,,,,,,,,,,,,,simple,,Home Appliances,,,,,,,,,,,,,
Ramtons RF/217 - 2 Door Direct Cool Fridge - 213 Litres - Silver,ramtons-rf-217-2-door-direct-cool-fridge-213-litres-silver,,12675,"<ul>
 	<li>213L.</li>
 	<li>Double Door</li>
 	<li>CFC Free</li>
 	<li>Direct Cool</li>
 	<li>Hard top</li>
 	<li>Glass shelf</li>
</ul>","<ul>
 	<li>213L.</li>
 	<li>Double Door</li>
 	<li>CFC Free</li>
 	<li>Direct Cool</li>
 	<li>Hard top</li>
 	<li>Glass shelf</li>
</ul>",Published,,0,2023-08-31 18:55:28,1,open,,,,no,no,,49999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/3-2.jpg ! alt :  ! title : 3 (2) ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/2-9.jpg ! alt :  ! title : 2 (9) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/ramtons-rf-217-2-door-direct-cool-fridge-213-litres-silver/,0,,,,,,,,,,,,,,simple,,Refrigerators,,,,,,,,,,,,,
Ramtons RF/214- 1 Door Fridge - 90 Litres - White,ramtons-rf-214-1-door-fridge-90-litres-white,,12679,"<ul>
 	<li>Capacity: 90Lt</li>
 	<li>Food Volume (L): 86</li>
 	<li>Single Door</li>
 	<li>CFC Free</li>
 	<li>Direct Cool</li>
 	<li>Wire tray shelf</li>
 	<li>Can holder</li>
</ul>","<ul>
 	<li>Capacity: 90Lt</li>
 	<li>Food Volume (L): 86</li>
 	<li>Single Door</li>
 	<li>CFC Free</li>
 	<li>Direct Cool</li>
 	<li>Wire tray shelf</li>
 	<li>Can holder</li>
</ul>",Published,,0,2023-08-31 18:59:48,1,open,,,,no,no,,25000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/2-10.jpg ! alt :  ! title : 2 (10) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/ramtons-rf-214-1-door-fridge-90-litres-white/,0,,,,,,,,,,,,,,simple,,Refrigerators,,,,,,,,,,,,,
Vitron VNR269DS 269 Liters Double Door Fridge - Silver Hairline,vitron-vnr269ds-269-liters-double-door-fridge-silver-hairline,,12682,"<ul>
 	<li>Capacity: 269 Litres</li>
 	<li>Watts: 140W</li>
 	<li>Double Door</li>
 	<li>Toughened Glass Shelves – For Durability</li>
 	<li>Energy Saving</li>
 	<li>CFC Free</li>
 	<li>Stylish Handle</li>
 	<li>Door light</li>
 	<li>Fully tropicalized compressor</li>
</ul>","<ul>
 	<li>Capacity: 269 Litres</li>
 	<li>Watts: 140W</li>
 	<li>Double Door</li>
 	<li>Toughened Glass Shelves – For Durability</li>
 	<li>Energy Saving</li>
 	<li>CFC Free</li>
 	<li>Stylish Handle</li>
 	<li>Door light</li>
 	<li>Fully tropicalized compressor</li>
</ul>",Published,,0,2023-08-31 19:20:14,1,open,,,,no,no,,55600,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-71-1.jpg ! alt :  ! title : 1 (71) ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/2-11.jpg ! alt :  ! title : 2 (11) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/vitron-vnr269ds-269-liters-double-door-fridge-silver-hairline/,0,,,,,,,,,,,,,,simple,,Refrigerators,,,,,,,,,,,,,
Vitron VNR216DS 216 Liters Double Door Fridge - Silver Hairline,vitron-vnr216ds-216-liters-double-door-fridge-silver-hairline,,12686,"<ul>
 	<li>Capacity: 216 Litres</li>
 	<li>Watts: 140W</li>
 	<li>Double Door</li>
 	<li>Toughened Glass Shelves – For Durability</li>
 	<li>Energy Saving</li>
 	<li>CFC Free</li>
 	<li>Stylish Handle</li>
 	<li>Door light</li>
 	<li>Fully tropicalized compressor</li>
</ul>","<ul>
 	<li>Capacity: 216 Litres</li>
 	<li>Watts: 140W</li>
 	<li>Double Door</li>
 	<li>Toughened Glass Shelves – For Durability</li>
 	<li>Energy Saving</li>
 	<li>CFC Free</li>
 	<li>Stylish Handle</li>
 	<li>Door light</li>
 	<li>Fully tropicalized compressor</li>
</ul>",Published,,0,2023-08-31 19:25:08,1,open,,,,no,no,,48000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-71-1.jpg ! alt :  ! title : 1 (71) ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/2-11.jpg ! alt :  ! title : 2 (11) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/vitron-vnr216ds-216-liters-double-door-fridge-silver-hairline/,0,,,,,,,,,,,,,,simple,,Refrigerators,,,,,,,,,,,,,
Vitron 128L Fridge,vitron-128l-fridge,,12688,"<ul>
 	<li>128L.</li>
 	<li>Double Door</li>
 	<li>CFC Free</li>
 	<li>128 Liters</li>
 	<li>Direct Cool</li>
 	<li>Hard Top</li>
 	<li>Glass Shelves</li>
</ul>","<ul>
 	<li>128L.</li>
 	<li>Double Door</li>
 	<li>CFC Free</li>
 	<li>128 Liters</li>
 	<li>Direct Cool</li>
 	<li>Hard Top</li>
 	<li>Glass Shelves</li>
</ul>",Published,,0,2023-08-31 19:39:42,1,open,,,,no,no,,33000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-70-1.jpg ! alt :  ! title : 1 (70) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/vitron-128l-fridge/,0,,,,,,,,,,,,,,simple,,Refrigerators,,,,,,,,,,,,,
Powermate 200Ah Solar Battery Dry Cell Maintenance Solar Battery,powermate-200-ah-solar-battery-dry-cell-maintenance-solar-battery-2,,12710,"<ul>
 	<li>Exceptional Recharge Performance</li>
 	<li>Totally Sealed Construction</li>
 	<li>Leak proof</li>
 	<li>Maintenance-free operation</li>
 	<li>Gas Generation Control</li>
 	<li>Low Self Discharge</li>
 	<li>Long service life</li>
 	<li>Good recovery after repeated deep discharges</li>
 	<li>High levels of reliability</li>
</ul>","<ul>
 	<li>Exceptional Recharge Performance</li>
 	<li>Totally Sealed Construction</li>
 	<li>Leak proof</li>
 	<li>Maintenance-free operation</li>
 	<li>Gas Generation Control</li>
 	<li>Low Self Discharge</li>
 	<li>Long service life</li>
 	<li>Good recovery after repeated deep discharges</li>
 	<li>High levels of reliability</li>
</ul>",Published,,0,2023-09-07 10:21:50,1,open,,,,no,no,,27000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-79.jpg ! alt :  ! title : 1 (79) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/powermate-200-ah-solar-battery-dry-cell-maintenance-solar-battery-2/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
Powermate 150Ah Solar Battery Heavy Duty Offer Battery,powermate-150ah-solar-battery-heavy-duty-offer-battery,,12713,"<ul>
 	<li>Exceptional Recharge Performance</li>
 	<li>Totally Sealed Construction</li>
 	<li>Leak proof</li>
 	<li>Maintenance-free operation</li>
 	<li>Gas Generation Control</li>
 	<li>Low Self Discharge</li>
 	<li>Long service life</li>
 	<li>Good recovery after repeated deep discharges</li>
 	<li>High levels of reliability</li>
</ul>","<ul>
 	<li>Exceptional Recharge Performance</li>
 	<li>Totally Sealed Construction</li>
 	<li>Leak proof</li>
 	<li>Maintenance-free operation</li>
 	<li>Gas Generation Control</li>
 	<li>Low Self Discharge</li>
 	<li>Long service life</li>
 	<li>Good recovery after repeated deep discharges</li>
 	<li>High levels of reliability</li>
</ul>",Published,,0,2023-09-07 10:29:09,1,open,,,,no,no,,22500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-81-1.jpg ! alt :  ! title : 1 (81) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/powermate-150ah-solar-battery-heavy-duty-offer-battery/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
Powermate 75Ah Solar Battery Dry Cell Maintenance Solar Battery,powermate-75ah-solar-battery-dry-cell-maintenance-solar-battery,,12722,"<ul>
 	<li>Exceptional Recharge Performance</li>
 	<li>Totally Sealed Construction</li>
 	<li>Leak proof</li>
 	<li>Maintenance-free operation</li>
 	<li>Gas Generation Control</li>
 	<li>Low Self Discharge</li>
 	<li>Long service life</li>
 	<li>Good recovery after repeated deep discharges</li>
 	<li>High levels of reliability</li>
</ul>","<ul>
 	<li>Exceptional Recharge Performance</li>
 	<li>Totally Sealed Construction</li>
 	<li>Leak proof</li>
 	<li>Maintenance-free operation</li>
 	<li>Gas Generation Control</li>
 	<li>Low Self Discharge</li>
 	<li>Long service life</li>
 	<li>Good recovery after repeated deep discharges</li>
 	<li>High levels of reliability</li>
</ul>",Published,,0,2023-09-07 11:01:39,1,open,,,,no,no,,11500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-85-1.jpg ! alt :  ! title : 1 (85) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/powermate-75ah-solar-battery-dry-cell-maintenance-solar-battery/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
Powermate 50Ah Solar Battery,powermate-50ah-solar-battery,,12725,"<ul data-sourcepos=""14:1-18:0"">
 	<li data-sourcepos=""14:1-14:90"">Affordable: Lead-acid solar batteries are less expensive than lithium-ion batteries.</li>
 	<li data-sourcepos=""15:1-15:84"">Durable: Lead-acid solar batteries have a long lifespan, typically 5-10 years.</li>
 	<li data-sourcepos=""16:1-16:98"">Reliable: Lead-acid solar batteries are reliable and can withstand harsh weather conditions.</li>
 	<li data-sourcepos=""17:1-18:0"">Easy to maintain: Lead-acid solar batteries are easy to maintain and do not require special care.</li>
</ul>","<ul data-sourcepos=""14:1-18:0"">
 	<li data-sourcepos=""14:1-14:90"">Affordable: Lead-acid solar batteries are less expensive than lithium-ion batteries.</li>
 	<li data-sourcepos=""15:1-15:84"">Durable: Lead-acid solar batteries have a long lifespan, typically 5-10 years.</li>
 	<li data-sourcepos=""16:1-16:98"">Reliable: Lead-acid solar batteries are reliable and can withstand harsh weather conditions.</li>
 	<li data-sourcepos=""17:1-18:0"">Easy to maintain: Lead-acid solar batteries are easy to maintain and do not require special care.</li>
</ul>",Published,,0,2023-09-07 11:17:22,1,open,,,,no,no,,8999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-86-1.jpg ! alt :  ! title : 1 (86) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/powermate-50ah-solar-battery/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
Daichi 3 Inch Water Pump Petrol High Pressure,daichi-3-inch-water-pump-petrol-high-pressure,,12740,"<ul data-sourcepos=""15:1-20:0"">
 	<li data-sourcepos=""15:1-15:21"">Automatic operation</li>
 	<li data-sourcepos=""16:1-16:23"">Built-in float switch</li>
 	<li data-sourcepos=""17:1-17:13"">Easy to use</li>
 	<li data-sourcepos=""18:1-18:22"">Durable construction</li>
 	<li data-sourcepos=""19:1-20:0"">Long lifespan</li>
</ul>","<ul data-sourcepos=""15:1-20:0"">
 	<li data-sourcepos=""15:1-15:21"">Automatic operation</li>
 	<li data-sourcepos=""16:1-16:23"">Built-in float switch</li>
 	<li data-sourcepos=""17:1-17:13"">Easy to use</li>
 	<li data-sourcepos=""18:1-18:22"">Durable construction</li>
 	<li data-sourcepos=""19:1-20:0"">Long lifespan</li>
</ul>",Published,,0,2023-09-07 12:27:02,1,open,,,,no,no,,18999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-95-1.jpg ! alt :  ! title : 1 (95) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/daichi-3-inch-water-pump-petrol-high-pressure/,0,,,,,,,,,,,,,,simple,,Water Pumps,,,,,,,,,,,,,
Battery 200Ah/20hr 2pc,battery-200ah-20hr-2pc,,12743,"<ul>2 pieces Ritar 200AH/12V/10hr DEEP CYCLE BATTERY200Ah/12V@10HRDeep Cycle Battery Sealed Maintenance-free Strong Grid And Specific Paste Pares Up to 30% More Cycle Life Rechargeable and highly efficient low internal resistance Spill-proof, leak-proof and maintenance free Sealed Battery Stable Quality &amp; High Reliability Long Service Life, Float or Cyclic Low Pressure Venting System Heavy Duty Grids Low Self Discharge Satisfies IEC, JIS and BS standards Wide operation temperature range Applications: Inverter, UPS, Solar, Telecom, etc.Manufactured with thick separators and advanced valve regulated technology, solar max deep cycle batteries save you from acid leakage and frequent maintenance. Proprietary quinary alloy plates and specially treated plate grids enable low internal resistance and high discharge currents of up to 10 times the battery rated capacity. Made of high purity materials, RITAR deep cycle batteries reduce the monthly Self discharge Rate below 3% at 77℉ (25℃), which is 5 times lower than their flooded counterparts. Improved electrolyte Formula ensures stable battery capacity and outstanding discharge performance at low temperatures below 32℉ (0℃). Length of Cycle services is significantly affected by depth for discharge (primarily), along with ambient temperature, discharge Rate, and the way the battery is recharged</ul>
&nbsp;","<ul>2 pieces Ritar 200AH/12V/10hr DEEP CYCLE BATTERY200Ah/12V@10HRDeep Cycle Battery Sealed Maintenance-free Strong Grid And Specific Paste Pares Up to 30% More Cycle Life Rechargeable and highly efficient low internal resistance Spill-proof, leak-proof and maintenance free Sealed Battery Stable Quality &amp; High Reliability Long Service Life, Float or Cyclic Low Pressure Venting System Heavy Duty Grids Low Self Discharge Satisfies IEC, JIS and BS standards Wide operation temperature range Applications: Inverter, UPS, Solar, Telecom, etc.Manufactured with thick separators and advanced valve regulated technology, solar max deep cycle batteries save you from acid leakage and frequent maintenance. Proprietary quinary alloy plates and specially treated plate grids enable low internal resistance and high discharge currents of up to 10 times the battery rated capacity. Made of high purity materials, RITAR deep cycle batteries reduce the monthly Self discharge Rate below 3% at 77℉ (25℃), which is 5 times lower than their flooded counterparts. Improved electrolyte Formula ensures stable battery capacity and outstanding discharge performance at low temperatures below 32℉ (0℃). Length of Cycle services is significantly affected by depth for discharge (primarily), along with ambient temperature, discharge Rate, and the way the battery is recharged</ul>
&nbsp;",Published,,0,2023-09-07 12:33:07,1,open,,,,no,no,,150000,,86,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-96-1.jpg ! alt :  ! title : 1 (96) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/battery-200ah-20hr-2pc/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
Ritar Solar Battery 200Ah,ritar-solar-battery-200ah,,12746,"<ul>
 	<li>200Ah/12V@10HR</li>
 	<li>Deep Cycle Battery</li>
 	<li>Sealed Maintenance-free</li>
 	<li>Strong Grid And Specific Paste Plares</li>
 	<li>Up to 30% More Cycle Life</li>
 	<li>Rechargeable and highly efficient</li>
 	<li> low internal resistance</li>
 	<li>Spill-proof, leak-proof and maintenance free Sealed Battery</li>
 	<li>Stable Quality &amp; High Reliability</li>
 	<li>Long Service Life, Float or Cyclic</li>
 	<li>Low Pressure Venting System</li>
 	<li>Heavy Duty Grids</li>
 	<li>Low Self Discharge</li>
 	<li>Satisfies IEC, JIS and BS standards</li>
 	<li>Wide operation temperature range</li>
 	<li>Applications: Inverter, UPS, Solar, Telecom, etc</li>
</ul>","<ul>
 	<li>200Ah/12V@10HR</li>
 	<li>Deep Cycle Battery</li>
 	<li>Sealed Maintenance-free</li>
 	<li>Strong Grid And Specific Paste Plares</li>
 	<li>Up to 30% More Cycle Life</li>
 	<li>Rechargeable and highly efficient</li>
 	<li> low internal resistance</li>
 	<li>Spill-proof, leak-proof and maintenance free Sealed Battery</li>
 	<li>Stable Quality &amp; High Reliability</li>
 	<li>Long Service Life, Float or Cyclic</li>
 	<li>Low Pressure Venting System</li>
 	<li>Heavy Duty Grids</li>
 	<li>Low Self Discharge</li>
 	<li>Satisfies IEC, JIS and BS standards</li>
 	<li>Wide operation temperature range</li>
 	<li>Applications: Inverter, UPS, Solar, Telecom, etc</li>
</ul>",Published,,0,2023-09-07 12:49:06,1,open,,,,no,no,,45000,,43,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-98-1.jpg ! alt :  ! title : 1 (98) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/ritar-solar-battery-200ah/,0,,,,,,,,,,,,,,simple,,Batteries,,,,,,,,,,,,,
Premier Electronic Weighing Scale Digital Scale,premier-electronic-weighing-scale-digital-scale,,12749,"<ul>
 	<li>Capacity: 40kg, Division</li>
 	<li>Pan Size: 24*34CM</li>
 	<li>Display: LED or LCD  ""Weigh t""""Unit Price"", ""Total Price''</li>
 	<li>Fu</li>
 	<li>Capacity: 40kg, Division</li>
 	<li>Pan Size: 24*34CM</li>
 	<li>Display: LED or LCD  ""Weigh t""""Unit Price"", ""Total Price''</li>
 	<li>Function: Calculate Weight and Price</li>
</ul>","<ul>
 	<li>Capacity: 40kg, Division</li>
 	<li>Pan Size: 24*34CM</li>
 	<li>Display: LED or LCD  ""Weigh t""""Unit Price"", ""Total Price''</li>
 	<li>Fu</li>
 	<li>Capacity: 40kg, Division</li>
 	<li>Pan Size: 24*34CM</li>
 	<li>Display: LED or LCD  ""Weigh t""""Unit Price"", ""Total Price''</li>
 	<li>Function: Calculate Weight and Price</li>
</ul>",Published,,0,2023-09-07 12:56:51,1,open,,,,no,no,,5500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-99-1.jpg ! alt :  ! title : 1 (99) ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/premier-electronic-weighing-scale-digital-scale/,0,,,,,,,,,,,,,,simple,,Weighing Scales,,,,,,,,,,,,,
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black,ramtons-rm-553-21-litre-tank-wet-and-dry-vacuum-cleaner-black,,12764,"<ul>
 	<li>Wet and Dry</li>
 	<li>1400 Watts motor</li>
 	<li>Stainless steel</li>
 	<li>21 Litre tank</li>
 	<li>Caster Wheeled</li>
 	<li>5M Power cord</li>
 	<li>Blower port design</li>
 	<li>Top carry handle for portability</li>
 	<li>Swiveling casters provide ease of movement in any direction</li>
 	<li>Accessories : 1.5MX32MM hose, telescopic metal tube, Floor brush, Water brush opholstery nozzle, 2 in 1 dusting brush, cloth bag, Hepa filter, foam filter.</li>
</ul>","<ul>
 	<li>Wet and Dry</li>
 	<li>1400 Watts motor</li>
 	<li>Stainless steel</li>
 	<li>21 Litre tank</li>
 	<li>Caster Wheeled</li>
 	<li>5M Power cord</li>
 	<li>Blower port design</li>
 	<li>Top carry handle for portability</li>
 	<li>Swiveling casters provide ease of movement in any direction</li>
 	<li>Accessories : 1.5MX32MM hose, telescopic metal tube, Floor brush, Water brush opholstery nozzle, 2 in 1 dusting brush, cloth bag, Hepa filter, foam filter.</li>
</ul>",Published,,0,2023-09-07 19:45:24,1,open,,,,no,no,,15000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2023-09-07T224208.458.jpg ! alt :  ! title : 1 - 2023-09-07T224208.458 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/ramtons-rm-553-21-litre-tank-wet-and-dry-vacuum-cleaner-black/,0,,,,,,,,,,,,,,simple,,Vacuum Cleaners,,,,,,,,,,,,,
